answers_keys_json,board_id,columns_json,date,grid_id,rows_json
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",336,"[{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null},{""id"":""borders_x_to_y"",""name"":""Borders 1-2 countries"",""variantId"":0},{""id"":""no_olympic_medals"",""name"":""Has never won an Olympic medal"",""variantId"":null}]",2025-03-08,336,"[{""id"":""flag_rwb"",""name"":""Flag with only red, white, and blue"",""variantId"":null},{""id"":""coastline_on_x"",""name"":""Coastline on the Pacific Ocean"",""variantId"":2},{""id"":""population_over_x"",""name"":""Population over 5 million"",""variantId"":3}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",337,"[{""id"":""official_language"",""name"":""Spanish is an official language"",""variantId"":1},{""id"":""population_over_x"",""name"":""Population over 10 million"",""variantId"":4},{""id"":""capital_not_most_populated_city"",""name"":""Capital is not the most populated city"",""variantId"":null}]",2025-03-09,337,"[{""id"":""continent"",""name"":""In South America"",""variantId"":4},{""id"":""same_sex_marriage_legal"",""name"":""Same-sex marriage legalised"",""variantId"":null},{""id"":""flag_has_coat_of_arms"",""name"":""Flag with a coat of arms"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",338,"[{""id"":""continent"",""name"":""In Africa"",""variantId"":2},{""id"":""nuclear_power"",""name"":""Produces nuclear power"",""variantId"":null},{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null}]",2025-03-10,338,"[{""id"":""commonwealth_member"",""name"":""Member of the Commonwealth"",""variantId"":null},{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null},{""id"":""name_length"",""name"":""Name is 7 letters long"",""variantId"":3}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",339,"[{""id"":""population_under_x"",""name"":""Population under 100k"",""variantId"":0},{""id"":""played_world_cup"",""name"":""Has played in the Men's FIFA World Cup"",""variantId"":null},{""id"":""name_multiple_words"",""name"":""Name consists of multiple words"",""variantId"":null}]",2025-03-11,339,"[{""id"":""gdp_per_capita_under_x"",""name"":""GDP per capita under $10k"",""variantId"":1},{""id"":""coastline_on_x"",""name"":""Coastline on the Pacific Ocean"",""variantId"":2},{""id"":""flag_has_animal"",""name"":""Flag with an animal"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",340,"[{""id"":""color_on_flag"",""name"":""Flag with yellow"",""variantId"":2},{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 1,000 km"",""variantId"":2},{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.65"",""variantId"":5}]",2025-03-12,340,"[{""id"":""touches_equator"",""name"":""Touches the Equator"",""variantId"":null},{""id"":""name_length"",""name"":""Name is 6 letters long"",""variantId"":2},{""id"":""hosted_world_cup"",""name"":""Has hosted the Men's FIFA World Cup"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",341,"[{""id"":""observes_dst"",""name"":""Observes Daylight Savings Time"",""variantId"":null},{""id"":""continent"",""name"":""In Asia"",""variantId"":0},{""id"":""olympic_medals_over_x"",""name"":""More than 100 Olympic medals"",""variantId"":5}]",2025-03-13,341,"[{""id"":""touches_eurasian_steppe"",""name"":""Touches the Eurasian Steppe"",""variantId"":null},{""id"":""flag_rwb"",""name"":""Flag with only red, white, and blue"",""variantId"":null},{""id"":""borders_x_to_y"",""name"":""Borders 4-5 countries"",""variantId"":3}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",342,"[{""id"":""flag_has_coat_of_arms"",""name"":""Flag with a coat of arms"",""variantId"":null},{""id"":""population_over_x"",""name"":""Population over 10 million"",""variantId"":4},{""id"":""continent"",""name"":""In Europe"",""variantId"":1}]",2025-03-14,342,"[{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null},{""id"":""is_monarchy"",""name"":""Is a monarchy"",""variantId"":null},{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",343,"[{""id"":""name_multiple_words"",""name"":""Name consists of multiple words"",""variantId"":null},{""id"":""commonwealth_member"",""name"":""Member of the Commonwealth"",""variantId"":null},{""id"":""coastline_on_x"",""name"":""Coastline on the Indian Ocean"",""variantId"":1}]",2025-03-15,343,"[{""id"":""continent"",""name"":""In Africa"",""variantId"":2},{""id"":""population_over_x"",""name"":""Population over 20 million"",""variantId"":5},{""id"":""borders_x_to_y"",""name"":""Borders 2-3 countries"",""variantId"":1}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",344,"[{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1},{""id"":""coastline_on_x"",""name"":""Coastline on the Atlantic Ocean"",""variantId"":3},{""id"":""borders_x_or_more"",""name"":""Borders 5+ countries"",""variantId"":0}]",2025-03-16,344,"[{""id"":""hosted_world_cup"",""name"":""Has hosted the Men's FIFA World Cup"",""variantId"":null},{""id"":""official_language"",""name"":""French is an official language"",""variantId"":2},{""id"":""co2_emissions_per_capita_over_x"",""name"":""CO₂ emissions per capita over 5 tCO₂/year"",""variantId"":5}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",345,"[{""id"":""air_pollution_under_x"",""name"":""Air pollution under 10 μg/m³"",""variantId"":1},{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1},{""id"":""borders_x_to_y"",""name"":""Borders 1-2 countries"",""variantId"":0}]",2025-03-17,345,"[{""id"":""population_over_x"",""name"":""Population over 20 million"",""variantId"":5},{""id"":""top_20_tourism"",""name"":""Top 20 in annual tourist arrivals"",""variantId"":null},{""id"":""continent"",""name"":""In Europe"",""variantId"":1}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",346,"[{""id"":""coastline_on_x"",""name"":""Coastline on the Caribbean Sea"",""variantId"":6},{""id"":""capital_not_most_populated_city"",""name"":""Capital is not the most populated city"",""variantId"":null},{""id"":""name_start_end_same_letter"",""name"":""Starts and ends with the same letter"",""variantId"":null}]",2025-03-18,346,"[{""id"":""olympic_medals_over_x"",""name"":""More than 10 Olympic medals"",""variantId"":0},{""id"":""cpi_over_x"",""name"":""Corruption Perceptions Index over 40"",""variantId"":2},{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",347,"[{""id"":""is_monarchy"",""name"":""Is a monarchy"",""variantId"":null},{""id"":""in_eu"",""name"":""Member of the European Union"",""variantId"":null},{""id"":""color_on_flag"",""name"":""Flag with yellow"",""variantId"":2}]",2025-03-19,347,"[{""id"":""hosted_world_cup"",""name"":""Has hosted the Men's FIFA World Cup"",""variantId"":null},{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 5,000 km"",""variantId"":4},{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",348,"[{""id"":""continent"",""name"":""In Africa"",""variantId"":2},{""id"":""color_on_flag"",""name"":""Flag with black"",""variantId"":5},{""id"":""hdi_under_x"",""name"":""Human Development Index under 0.6"",""variantId"":4}]",2025-03-20,348,"[{""id"":""river_x_runs_through"",""name"":""Is part of the Nile River system"",""variantId"":0},{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null},{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",349,"[{""id"":""top_20_oil_production"",""name"":""Top 20 in oil production"",""variantId"":null},{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2},{""id"":""name_length"",""name"":""Name is 7 letters long"",""variantId"":3}]",2025-03-21,349,"[{""id"":""gdp_per_capita_over_x"",""name"":""GDP per capita over $30k"",""variantId"":3},{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1},{""id"":""played_world_cup"",""name"":""Has played in the Men's FIFA World Cup"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",350,"[{""id"":""population_over_x"",""name"":""Population over 20 million"",""variantId"":5},{""id"":""flag_has_animal"",""name"":""Flag with an animal"",""variantId"":null},{""id"":""coastline_on_x"",""name"":""Coastline on the Pacific Ocean"",""variantId"":2}]",2025-03-22,350,"[{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null},{""id"":""olympic_medals_over_x"",""name"":""More than 40 Olympic medals"",""variantId"":3},{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",351,"[{""id"":""touches_sahara"",""name"":""Touches the Sahara Desert"",""variantId"":null},{""id"":""color_on_flag"",""name"":""Flag with black"",""variantId"":5},{""id"":""capital_population_over_x"",""name"":""Capital city population over 2 million"",""variantId"":5}]",2025-03-23,351,"[{""id"":""continent"",""name"":""In Africa"",""variantId"":2},{""id"":""same_sex_activities_illegal"",""name"":""Same-sex activities are illegal"",""variantId"":null},{""id"":""gdp_per_capita_under_x"",""name"":""GDP per capita under $5k"",""variantId"":0}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",352,"[{""id"":""official_language"",""name"":""French is an official language"",""variantId"":2},{""id"":""top_20_obesity_rate"",""name"":""Top 20 in obesity rate"",""variantId"":null},{""id"":""continent"",""name"":""In Oceania"",""variantId"":6}]",2025-03-24,352,"[{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null},{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null},{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.7"",""variantId"":6}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",353,"[{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null},{""id"":""continent"",""name"":""In Europe"",""variantId"":1},{""id"":""observes_dst"",""name"":""Observes Daylight Savings Time"",""variantId"":null}]",2025-03-25,353,"[{""id"":""size_under_x"",""name"":""Area less than 10,000 km²"",""variantId"":2},{""id"":""river_x_runs_through"",""name"":""Is part of the Danube River system"",""variantId"":2},{""id"":""flag_rwb"",""name"":""Flag with only red, white, and blue"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",354,"[{""id"":""top_20_wheat_production"",""name"":""Top 20 in wheat production"",""variantId"":null},{""id"":""size_over_x"",""name"":""Area greater than 1 million km²"",""variantId"":7},{""id"":""co2_emissions_per_capita_over_x"",""name"":""CO₂ emissions per capita over 4 tCO₂/year"",""variantId"":4}]",2025-03-26,354,"[{""id"":""hosted_olympics"",""name"":""Has hosted the Olympics"",""variantId"":null},{""id"":""flag_has_x_colors"",""name"":""Flag with only 2 colors"",""variantId"":0},{""id"":""borders_x_or_more"",""name"":""Borders 5+ countries"",""variantId"":0}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",355,"[{""id"":""population_over_x"",""name"":""Population over 20 million"",""variantId"":5},{""id"":""borders_x_or_more"",""name"":""Borders 5+ countries"",""variantId"":0},{""id"":""continent"",""name"":""In Asia"",""variantId"":0}]",2025-03-27,355,"[{""id"":""50_plus_skyscrapers"",""name"":""Has 50+ skyscrapers"",""variantId"":null},{""id"":""top_20_rail_size"",""name"":""Top 20 in rail transport network size"",""variantId"":null},{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.75"",""variantId"":7}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",356,"[{""id"":""nuclear_power"",""name"":""Produces nuclear power"",""variantId"":null},{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null},{""id"":""size_under_x"",""name"":""Area less than 50,000 km²"",""variantId"":3}]",2025-03-28,356,"[{""id"":""hosted_f1"",""name"":""Has hosted a Formula 1 Grand Prix"",""variantId"":null},{""id"":""continent"",""name"":""In Europe"",""variantId"":1},{""id"":""coastline_on_x"",""name"":""Coastline on the Mediterranean Sea"",""variantId"":0}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",357,"[{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null},{""id"":""same_sex_activities_illegal"",""name"":""Same-sex activities are illegal"",""variantId"":null},{""id"":""continent"",""name"":""In Asia"",""variantId"":0}]",2025-03-29,357,"[{""id"":""official_language"",""name"":""Arabic is an official language"",""variantId"":0},{""id"":""capital_not_most_populated_city"",""name"":""Capital is not the most populated city"",""variantId"":null},{""id"":""coastline_on_x"",""name"":""Coastline on the Indian Ocean"",""variantId"":1}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",358,"[{""id"":""size_over_x"",""name"":""Area greater than 1 million km²"",""variantId"":7},{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 2,000 km"",""variantId"":3},{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.7"",""variantId"":6}]",2025-03-30,358,"[{""id"":""bottom_20_population_density"",""name"":""Bottom 20 in population density"",""variantId"":null},{""id"":""flag_has_animal"",""name"":""Flag with an animal"",""variantId"":null},{""id"":""capital_population_over_x"",""name"":""Capital city population over 5 million"",""variantId"":6}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",359,"[{""id"":""top_20_tourism"",""name"":""Top 20 in annual tourist arrivals"",""variantId"":null},{""id"":""ending_letter"",""name"":""Ends with letter D"",""variantId"":2},{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}]",2025-03-31,359,"[{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1},{""id"":""cpi_over_x"",""name"":""Corruption Perceptions Index over 50"",""variantId"":3},{""id"":""continent"",""name"":""In Europe"",""variantId"":1}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",360,"[{""id"":""coastline_on_x"",""name"":""Coastline on the Pacific Ocean"",""variantId"":2},{""id"":""no_olympic_medals"",""name"":""Has never won an Olympic medal"",""variantId"":null},{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2}]",2025-04-01,360,"[{""id"":""flag_rwb"",""name"":""Flag with only red, white, and blue"",""variantId"":null},{""id"":""gdp_per_capita_over_x"",""name"":""GDP per capita over $30k"",""variantId"":3},{""id"":""capital_not_most_populated_city"",""name"":""Capital is not the most populated city"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",361,"[{""id"":""official_language"",""name"":""Spanish is an official language"",""variantId"":1},{""id"":""river_x_runs_through"",""name"":""Is part of the Amazon River system"",""variantId"":1},{""id"":""same_sex_marriage_legal"",""name"":""Same-sex marriage legalised"",""variantId"":null}]",2025-04-02,361,"[{""id"":""size_over_x"",""name"":""Area greater than 500,000 km²"",""variantId"":6},{""id"":""continent"",""name"":""In South America"",""variantId"":4},{""id"":""co2_emissions_per_capita_under_x"",""name"":""CO₂ emissions per capita under 3 tCO₂/year"",""variantId"":3}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",362,"[{""id"":""continent"",""name"":""In Europe"",""variantId"":1},{""id"":""gdp_per_capita_over_x"",""name"":""GDP per capita over $10k"",""variantId"":1},{""id"":""color_on_flag"",""name"":""Flag with red"",""variantId"":0}]",2025-04-03,362,"[{""id"":""won_world_cup"",""name"":""Has won the Men's FIFA World Cup"",""variantId"":null},{""id"":""was_ussr"",""name"":""Was part of the USSR"",""variantId"":null},{""id"":""river_x_runs_through"",""name"":""Is part of the Rhine River system"",""variantId"":5}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",363,"[{""id"":""name_length"",""name"":""Name is 7 letters long"",""variantId"":3},{""id"":""color_on_flag"",""name"":""Flag with yellow"",""variantId"":2},{""id"":""population_over_x"",""name"":""Population over 50 million"",""variantId"":6}]",2025-04-04,363,"[{""id"":""olympic_medals_over_x"",""name"":""More than 100 Olympic medals"",""variantId"":5},{""id"":""continent"",""name"":""In Asia"",""variantId"":0},{""id"":""hdi_under_x"",""name"":""Human Development Index under 0.6"",""variantId"":4}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",364,"[{""id"":""continent"",""name"":""In North America"",""variantId"":3},{""id"":""flag_has_x_colors"",""name"":""Flag with only 2 colors"",""variantId"":0},{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2}]",2025-04-05,364,"[{""id"":""coastline_length_under_x"",""name"":""Has coastline, with length less than 500 km"",""variantId"":1},{""id"":""is_monarchy"",""name"":""Is a monarchy"",""variantId"":null},{""id"":""played_world_cup"",""name"":""Has played in the Men's FIFA World Cup"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",365,"[{""id"":""olympic_medals_over_x"",""name"":""More than 50 Olympic medals"",""variantId"":4},{""id"":""ending_letter"",""name"":""Ends with letter A"",""variantId"":0},{""id"":""flag_has_animal"",""name"":""Flag with an animal"",""variantId"":null}]",2025-04-06,365,"[{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null},{""id"":""continent"",""name"":""In Europe"",""variantId"":1},{""id"":""borders_x_or_more"",""name"":""Borders 5+ countries"",""variantId"":0}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",366,"[{""id"":""continent"",""name"":""In Africa"",""variantId"":2},{""id"":""co2_emissions_per_capita_over_x"",""name"":""CO₂ emissions per capita over 5 tCO₂/year"",""variantId"":5},{""id"":""coastline_on_x"",""name"":""Coastline on the Indian Ocean"",""variantId"":1}]",2025-04-07,366,"[{""id"":""official_language"",""name"":""Arabic is an official language"",""variantId"":0},{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null},{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",367,"[{""id"":""olympic_medals_over_x"",""name"":""More than 40 Olympic medals"",""variantId"":3},{""id"":""population_under_x"",""name"":""Population under 1 million"",""variantId"":1},{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}]",2025-04-08,367,"[{""id"":""flag_rwb"",""name"":""Flag with only red, white, and blue"",""variantId"":null},{""id"":""borders_x_to_y"",""name"":""Borders 2-3 countries"",""variantId"":1},{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.85"",""variantId"":9}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",368,"[{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null},{""id"":""continent"",""name"":""In Asia"",""variantId"":0},{""id"":""gdp_per_capita_under_x"",""name"":""GDP per capita under $10k"",""variantId"":1}]",2025-04-09,368,"[{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 5,000 km"",""variantId"":4},{""id"":""flag_has_x_colors"",""name"":""Flag with only 2 colors"",""variantId"":0},{""id"":""capital_not_most_populated_city"",""name"":""Capital is not the most populated city"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",369,"[{""id"":""flag_rwb"",""name"":""Flag with only red, white, and blue"",""variantId"":null},{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null},{""id"":""name_x_plus_letters_long"",""name"":""Name is 10+ letters long"",""variantId"":0}]",2025-04-10,369,"[{""id"":""cpi_under_x"",""name"":""Corruption Perceptions Index under 40"",""variantId"":2},{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null},{""id"":""population_over_x"",""name"":""Population over 10 million"",""variantId"":4}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",370,"[{""id"":""river_x_runs_through"",""name"":""Is part of the Amazon River system"",""variantId"":1},{""id"":""official_language"",""name"":""Spanish is an official language"",""variantId"":1},{""id"":""borders_x"",""name"":""Borders Brazil"",""variantId"":2}]",2025-04-11,370,"[{""id"":""continent"",""name"":""In South America"",""variantId"":4},{""id"":""color_on_flag"",""name"":""Flag with yellow"",""variantId"":2},{""id"":""capital_population_over_x"",""name"":""Capital city population over 1 million"",""variantId"":4}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",371,"[{""id"":""touches_sahara"",""name"":""Touches the Sahara Desert"",""variantId"":null},{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null},{""id"":""coastline_on_x"",""name"":""Coastline on the Pacific Ocean"",""variantId"":2}]",2025-04-12,371,"[{""id"":""cpi_under_x"",""name"":""Corruption Perceptions Index under 40"",""variantId"":2},{""id"":""no_olympic_medals"",""name"":""Has never won an Olympic medal"",""variantId"":null},{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",372,"[{""id"":""continent"",""name"":""In Africa"",""variantId"":2},{""id"":""coastline_on_x"",""name"":""Coastline on the Atlantic Ocean"",""variantId"":3},{""id"":""gdp_per_capita_over_x"",""name"":""GDP per capita over $40k"",""variantId"":4}]",2025-04-13,372,"[{""id"":""official_language"",""name"":""French is an official language"",""variantId"":2},{""id"":""population_over_x"",""name"":""Population over 20 million"",""variantId"":5},{""id"":""flag_has_animal"",""name"":""Flag with an animal"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",373,"[{""id"":""continent"",""name"":""In Europe"",""variantId"":1},{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null},{""id"":""observes_dst"",""name"":""Observes Daylight Savings Time"",""variantId"":null}]",2025-04-14,373,"[{""id"":""coastline_on_x"",""name"":""Coastline on the Mediterranean Sea"",""variantId"":0},{""id"":""capital_population_over_x"",""name"":""Capital city population over 2 million"",""variantId"":5},{""id"":""nuclear_power"",""name"":""Produces nuclear power"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",374,"[{""id"":""hosted_world_cup"",""name"":""Has hosted the Men's FIFA World Cup"",""variantId"":null},{""id"":""co2_emissions_per_capita_over_x"",""name"":""CO₂ emissions per capita over 5 tCO₂/year"",""variantId"":5},{""id"":""ending_letter"",""name"":""Ends with letter A"",""variantId"":0}]",2025-04-15,374,"[{""id"":""top_20_oil_production"",""name"":""Top 20 in oil production"",""variantId"":null},{""id"":""cpi_over_x"",""name"":""Corruption Perceptions Index over 60"",""variantId"":4},{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",375,"[{""id"":""flag_has_x_or_more_colors"",""name"":""Flag with 5+ colors"",""variantId"":0},{""id"":""continent"",""name"":""In Asia"",""variantId"":0},{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2}]",2025-04-16,375,"[{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 2,000 km"",""variantId"":3},{""id"":""population_over_x"",""name"":""Population over 20 million"",""variantId"":5},{""id"":""capital_not_most_populated_city"",""name"":""Capital is not the most populated city"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",376,"[{""id"":""size_over_x"",""name"":""Area greater than 1 million km²"",""variantId"":7},{""id"":""coastline_on_x"",""name"":""Coastline on the Pacific Ocean"",""variantId"":2},{""id"":""color_on_flag"",""name"":""Flag with yellow"",""variantId"":2}]",2025-04-17,376,"[{""id"":""bottom_20_population_density"",""name"":""Bottom 20 in population density"",""variantId"":null},{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 5,000 km"",""variantId"":4},{""id"":""olympic_medals_over_x"",""name"":""More than 50 Olympic medals"",""variantId"":4}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",377,"[{""id"":""hdi_under_x"",""name"":""Human Development Index under 0.6"",""variantId"":4},{""id"":""population_over_x"",""name"":""Population over 10 million"",""variantId"":4},{""id"":""continent"",""name"":""In Asia"",""variantId"":0}]",2025-04-18,377,"[{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null},{""id"":""name_x_plus_letters_long"",""name"":""Name is 10+ letters long"",""variantId"":0},{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}]"
